Unit price_standardized_binarized,Branch_B,Week_Day_Sunday,Product line_Food_and_beverages,Hour_18,Week_Day_Tuesday,Week_Day_Wednesday,Hour_16,Hour_14,Hour_19,Hour_17,Week_Day_Saturday,Hour_13,Unit price_standardized,Hour_15,Product line_Home_and_lifestyle,Product line_Health_and_beauty,Branch_C,Week_Day_Monday,Quantity_standardized,Hour_20,Hour_11,Total_standardized_binarized,Gender_Male,Product line_Fashion_accessories,Customer type_Normal,Payment_Credit card,Payment_Ewallet,Total_standardized,Week_Day_Thursday,Quantity_standardized_binarized,Hour_12,Product line_Sports_and_travel,Rating,clusters,3-means,optimum_clusters
1.0,1,0,0,0,0,0,0,1,0,0,0,0,1.0614202288461478,0,0,0,0,0,0.8521652398388742,0,0,1.0,1,0,1,0,0,1.555635997496299,1,1.0,0,1,1.0,1,2,1
0.0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9649093891535191,0,1,0,0,0,0.8521652398388742,0,0,0.0,1,0,0,0,0,-0.2844241728386869,0,1.0,0,0,1.0,1,3,6
1.0,1,0,0,1,0,0,0,0,0,0,0,0,1.1724416428774376,0,1,0,0,0,-1.54348001272021,0,0,0.0,0,0,0,0,1,-0.9455564889784287,1,0.0,0,0,1.0,1,1,2
1.0,1,0,0,0,0,0,0,0,0,0,0,1,0.5078236541186951,0,0,0,0,0,0.16769516767913614,0,0,1.0,0,0,0,0,0,0.46037841567558624,0,1.0,0,1,1.0,1,2,4
1.0,1,0,0,1,0,0,0,0,0,0,1,0,1.4458413155259204,0,0,0,0,0,-0.5167749044806024,0,0,1.0,0,0,0,0,0,0.29372369283123234,0,0.0,0,0,1.0,1,2,4
1.0,1,0,0,0,0,1,0,0,0,1,0,0,0.03843719955783283,0,0,1,0,0,1.1944002759187435,0,0,1.0,1,0,0,1,0,0.8696855011798906,0,1.0,0,0,1.0,1,2,1
0.0,1,0,1,0,0,1,0,0,0,0,0,0,-1.346687108832547,1,0,0,0,0,1.1944002759187435,0,0,0.0,0,0,0,0,1,-0.5453365437115218,0,1.0,0,0,0.0,1,3,6
0.0,1,1,0,0,0,0,0,0,0,0,0,0,-1.3874704854154698,0,0,0,0,0,0.16769516767913614,0,0,0.0,1,0,0,1,0,-0.830424136725359,0,1.0,1,0,1.0,1,3,6
0.0,1,0,0,0,0,0,0,1,0,0,0,0,-1.427498614283894,0,0,0,0,0,-0.5167749044806024,0,0,0.0,0,1,0,0,1,-1.010881025401987,0,0.0,0,0,1.0,1,1,3
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4920722938735218,0,1,0,0,0,-1.2012449766403408,0,1,0.0,1,0,1,0,1,-1.1787359365795824,1,0.0,0,0,1.0,1,1,3
0.0,1,1,0,0,0,0,0,0,0,0,0,1,-0.022737865316551423,0,0,0,0,0,1.1944002759187435,0,0,1.0,0,0,0,0,1,0.8071899801132585,0,1.0,0,1,1.0,1,3,5
1.0,1,0,0,0,0,0,0,1,0,0,0,0,0.7578106476177219,0,0,1,0,0,-0.5167749044806024,0,0,0.0,1,0,0,0,0,-0.018668184763842643,1,0.0,0,0,1.0,1,1,2
1.0,1,0,0,0,0,0,0,0,0,0,0,0,1.58367402342191,1,0,0,0,1,0.16769516767913614,0,0,1.0,0,1,0,0,1,1.1930933931193581,0,1.0,0,0,1.0,1,2,4
0.0,1,0,1,1,1,0,0,0,0,0,0,0,-0.2700814918148333,0,0,0,0,0,-0.8590099405604716,0,0,0.0,0,0,0,0,1,-0.6933454835215924,0,0.0,0,0,0.0,1,1,3
1.0,1,0,1,0,0,0,0,0,1,0,1,0,1.5485550046977263,0,0,0,0,0,-0.8590099405604716,0,0,0.0,0,0,1,0,1,-0.07404830356911667,0,0.0,0,0,1.0,1,1,2
1.0,1,0,0,0,0,1,0,0,0,1,0,0,0.8050136297738825,0,0,1,0,0,0.16769516767913614,0,0,1.0,0,0,1,0,0,0.6627816053029111,0,1.0,0,0,1.0,1,2,4
1.0,1,0,0,0,1,0,0,0,0,0,0,0,0.3280746980680351,0,0,1,0,0,1.1944002759187435,0,0,1.0,1,0,0,1,0,1.1655747891928987,0,1.0,1,0,1.0,1,2,1
1.0,1,0,0,0,0,0,0,0,0,0,0,0,1.2158683864611057,0,0,1,0,0,1.536635311998613,0,0,1.0,1,0,1,0,1,2.4491762115943962,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,1,1,0,0,0,0,0,0,0,1.0206368522632248,0,1,0,0,0,0.16769516767913614,0,0,1.0,1,0,1,0,0,0.8096332206487848,0,1.0,0,0,1.0,1,2,4
0.0,1,0,0,1,1,0,0,0,0,0,0,0,-0.9562240404367855,0,0,1,0,0,0.5099302037590048,0,0,0.0,1,0,1,0,0,-0.406629063484071,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,1,0,0,0,0,0,0,0,-1.4796107065842954,0,0,0,0,0,-1.2012449766403408,0,1,0.0,0,0,0,0,1,-1.1759069212226565,0,0.0,0,1,0.0,1,1,3
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.6482997290154291,0,0,0,0,0,0.5099302037590048,0,0,1.0,0,1,1,0,0,0.8682709935014276,0,1.0,1,0,1.0,1,2,4
0.0,1,0,0,0,1,0,0,0,0,0,0,0,-1.2738057043834348,0,0,0,0,0,-0.17453986840073304,0,0,0.0,1,1,0,0,1,-0.8470553179145589,0,0.0,1,0,1.0,1,1,3
0.0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1628363163560363,1,0,0,0,0,-1.54348001272021,0,0,0.0,1,1,0,0,1,-1.0971231299191784,0,0.0,0,0,1.0,1,1,3
0.0,1,1,0,0,0,0,0,0,0,0,0,0,-0.08429055404818521,0,1,0,0,0,-1.2012449766403408,1,0,0.0,1,0,1,0,1,-0.8591429289850597,0,0.0,0,0,0.0,1,1,3
1.0,1,0,0,0,0,0,0,0,0,1,1,0,1.6724156298754915,0,0,0,0,0,1.1944002759187435,0,0,1.0,1,0,0,1,0,2.5389331533732227,0,1.0,0,1,0.0,1,2,1
1.0,1,0,0,0,0,0,0,1,0,0,1,0,0.03012947469834857,0,0,0,0,0,0.8521652398388742,0,0,1.0,0,1,0,0,1,0.6191461866157836,0,1.0,0,0,1.0,1,2,4
1.0,1,0,0,0,0,0,0,0,0,0,0,0,1.3068757360581835,0,0,0,0,0,1.1944002759187435,0,1,1.0,0,0,1,0,1,2.165503126259022,0,1.0,0,1,1.0,1,2,1
0.0,1,0,0,0,0,0,0,0,0,0,0,1,-0.6061667247666979,0,0,0,0,0,0.5099302037590048,0,0,0.0,0,1,1,0,0,-0.12848541725541543,0,1.0,0,0,1.0,1,3,6
0.0,1,1,0,1,0,0,0,0,0,0,0,0,-0.7866709285318562,0,0,0,0,0,-0.5167749044806024,0,0,0.0,0,0,1,0,0,-0.7199210823290768,0,0.0,0,1,1.0,1,1,3
1.0,1,1,0,0,0,0,0,1,0,0,0,0,1.2000081844566357,0,0,0,0,0,0.16769516767913614,0,0,1.0,1,0,0,1,0,0.9317952474251242,0,1.0,0,0,1.0,1,2,4
0.0,1,0,0,0,0,0,0,0,0,0,1,0,-0.14206700420732585,0,0,0,0,0,1.536635311998613,0,0,1.0,1,0,1,0,0,0.9077914807602995,0,1.0,1,1,1.0,1,3,5
1.0,1,0,0,0,0,1,0,0,0,0,0,0,0.6112925910049993,1,1,0,0,0,0.8521652398388742,0,0,1.0,1,0,0,1,0,1.1468861422895709,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,0,0,0,0,0,1,0,1,0,1.3544563420715932,0,0,0,0,0,-0.5167749044806024,0,0,1.0,0,1,0,1,0,0.2522314675963212,0,0.0,0,0,0.0,1,2,4
1.0,1,0,0,0,0,0,0,0,1,0,0,0,0.6229989305797272,0,0,0,0,0,-1.54348001272021,0,0,0.0,1,0,0,0,0,-1.0079234184379284,0,0.0,0,0,1.0,1,1,2
0.0,1,0,0,0,0,0,0,0,0,0,0,1,-0.20361969293895926,0,1,0,0,0,-0.17453986840073304,0,0,0.0,1,0,1,0,1,-0.23967429355640663,1,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,0,1,0,0,1,0,1.5689466929891873,0,0,1,0,0,1.1944002759187435,0,0,1.0,1,0,0,0,1,2.4332308523099058,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,0,0,1,0,0,1,0,0,0,1.4243167556627112,0,0,0,0,0,0.16769516767913614,0,0,1.0,1,0,1,0,1,1.0845620766991153,0,1.0,0,1,1.0,1,2,4
0.0,1,0,1,0,0,1,0,0,0,0,0,0,-0.5955932567637178,1,0,0,0,0,1.536635311998613,0,0,1.0,1,0,1,1,0,0.39299641353789994,0,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,0,0,1,0,0,0,0,-0.49476768687815836,0,0,1,0,1,0.8521652398388742,0,0,1.0,1,0,0,0,1,0.14249996284283709,0,1.0,0,0,1.0,1,3,5
1.0,1,0,1,0,0,0,0,0,0,0,1,0,0.9205665300921642,0,0,0,0,0,-0.17453986840073304,0,0,1.0,1,0,0,1,0,0.3983543971684412,0,0.0,1,0,1.0,1,2,4
0.0,1,0,0,0,0,0,0,0,0,1,1,0,-0.10505986619689567,0,0,0,0,0,0.16769516767913614,0,0,1.0,1,0,0,1,0,0.04297005892190347,0,1.0,0,0,1.0,1,3,5
0.0,1,0,1,0,0,0,0,0,0,0,0,0,-1.3549948336920312,0,0,0,0,0,0.8521652398388742,0,0,0.0,1,0,1,0,1,-0.6386511866210277,0,1.0,1,0,1.0,1,3,6
0.0,1,0,1,0,1,0,0,0,1,0,0,0,-1.4195685132816591,0,0,0,0,0,-0.8590099405604716,0,0,0.0,1,0,0,0,1,-1.0847783356344116,0,0.0,0,0,1.0,1,1,3
1.0,1,1,0,0,0,0,0,0,1,0,0,0,1.4658553799601322,0,1,0,0,0,0.8521652398388742,0,0,1.0,0,0,0,0,1,1.922893627468116,0,1.0,0,0,1.0,1,2,1
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3474943825509373,0,1,0,0,0,-0.5167749044806024,0,0,0.0,1,0,0,0,0,-0.520518363534855,0,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.8069017490601295,0,1,0,0,1,-0.8590099405604716,0,0,0.0,0,0,1,1,0,-0.3266022199783074,0,0.0,0,0,1.0,1,1,2
1.0,1,0,0,0,1,0,0,0,0,0,0,1,0.6739781513083806,0,0,0,0,0,-1.2012449766403408,0,0,0.0,0,1,1,0,1,-0.6870016309030317,0,0.0,0,0,0.0,1,1,2
0.0,1,0,0,0,0,0,0,0,0,0,1,0,-1.1374834919164425,0,1,0,0,0,-0.5167749044806024,1,0,0.0,1,0,1,0,1,-0.8792032196978061,0,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.06864710813777579,0,0,0,0,0,-0.5167749044806024,0,1,0.0,0,0,0,0,0,-0.3315744287874496,0,0.0,0,0,1.0,1,1,2
0.0,1,0,0,0,0,1,0,1,0,0,0,0,-1.1242666569127175,0,0,1,0,0,1.536635311998613,0,0,0.0,1,0,0,0,1,-0.2070977530827162,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-1.431274852856387,0,1,0,0,0,-0.17453986840073304,0,0,0.0,1,0,0,1,0,-0.9364264848719863,0,0.0,1,0,1.0,1,1,3
0.0,1,0,0,0,0,0,0,0,0,0,0,1,-0.955468792722287,0,0,0,0,0,-0.8590099405604716,0,0,0.0,0,1,1,0,1,-0.9267392504679678,1,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,0,0,1,0,1,0,1.6637302811587584,0,0,0,0,0,1.1944002759187435,0,0,1.0,0,0,1,1,0,2.5300603324810464,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,0,0,1,0,0,1,0,0,0,1.3854214983660345,0,1,0,0,0,-0.17453986840073304,0,0,1.0,1,0,1,0,1,0.6621815111362905,0,0.0,0,0,0.0,1,2,4
0.0,1,0,0,0,0,0,0,0,0,0,0,1,-0.3493825018371835,0,0,0,0,0,-0.8590099405604716,0,0,0.0,1,0,1,1,0,-0.7203497210195201,0,0.0,0,1,0.0,1,1,3
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9841682058732327,1,0,0,0,1,0.5099302037590048,0,0,0.0,0,0,0,0,0,-0.4288325476490337,0,1.0,0,1,1.0,1,3,6
0.0,1,1,0,1,0,0,0,0,0,0,0,0,-1.166938152781887,0,0,0,0,0,-0.17453986840073304,0,0,0.0,0,0,1,0,0,-0.7864029432168324,0,0.0,0,1,1.0,1,1,3
1.0,1,0,0,0,1,0,0,0,0,0,0,0,1.4802050865356058,0,0,0,0,0,0.8521652398388742,0,0,1.0,1,1,1,0,1,1.9359242436575923,0,1.0,1,0,1.0,1,2,1
1.0,1,1,1,1,0,0,0,0,0,0,0,0,0.06298275027903644,0,0,0,0,0,-0.8590099405604716,0,0,0.0,0,0,1,1,0,-0.579927686030296,0,0.0,0,0,1.0,1,1,2
0.0,1,0,0,0,0,0,0,0,0,0,0,1,-0.38978825456285693,0,0,0,0,0,0.16769516767913614,0,0,0.0,1,0,1,0,1,-0.1509460846346443,1,1.0,0,0,1.0,1,3,6
1.0,1,0,1,0,0,1,0,0,0,0,0,1,0.2419764586151977,0,0,0,0,0,0.5099302037590048,0,0,1.0,1,0,1,0,1,0.5454203318595365,0,1.0,0,0,1.0,1,2,4
1.0,1,0,0,0,0,0,0,0,1,0,1,0,0.5172642505499272,0,0,1,0,0,1.1944002759187435,0,0,1.0,1,0,0,0,1,1.3588479747137816,0,1.0,0,0,0.0,1,2,1
1.0,1,0,0,0,1,0,0,0,0,0,0,0,1.3227359380626535,0,0,0,0,0,0.16769516767913614,0,0,1.0,0,0,0,0,0,1.015379792061567,0,1.0,0,0,1.0,1,2,4
1.0,1,0,0,0,0,0,0,0,1,0,1,0,0.97041287924907,0,0,0,0,0,-1.2012449766403408,0,0,0.0,0,1,1,0,0,-0.619705356503434,0,0.0,0,0,1.0,1,1,2
0.0,1,0,0,0,1,0,0,0,0,0,0,1,-1.702408782361374,0,0,0,0,0,-0.8590099405604716,0,0,0.0,0,0,0,1,0,-1.1810934493770202,0,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,0,0,0,0,0,0,1.0731265684208757,0,0,1,0,1,1.1944002759187435,0,0,1.0,0,0,1,0,0,1.9267085118130614,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,1,0,0,0,0,0,0,0,0,0.685306867025859,0,0,0,0,0,-0.5167749044806024,0,0,0.0,1,1,0,0,0,-0.051587636189888035,1,0.0,0,0,1.0,1,1,2
0.0,1,0,0,0,0,0,0,0,1,0,1,0,-1.6030937079048118,0,0,0,0,0,-0.17453986840073304,0,0,0.0,0,0,0,0,0,-1.0339417869478364,0,0.0,0,0,0.0,1,1,3
1.0,1,0,0,1,0,0,0,0,0,0,1,0,1.4424427008106773,0,1,0,0,0,0.8521652398388742,0,0,1.0,1,0,1,1,0,1.9016331484221287,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,0,0,0,0,0,1,0,1,0,0.971545750820818,0,0,0,0,0,-0.8590099405604716,0,0,0.0,0,0,0,0,0,-0.270536279268324,0,0.0,0,0,0.0,1,1,2
1.0,1,0,1,0,0,0,0,0,1,0,0,0,0.6566074538749134,0,0,0,0,1,0.5099302037590048,0,0,1.0,1,0,1,1,0,0.8748720293342543,0,1.0,0,0,0.0,1,2,4
0.0,1,0,1,0,0,0,0,0,0,0,1,0,-0.34447339169294283,1,0,0,0,0,1.1944002759187435,0,0,1.0,1,0,0,0,1,0.47850983228133775,0,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,1,0,0,1,0,0,0,0,-0.8705034248411979,0,0,0,0,0,-0.5167749044806024,0,0,0.0,1,1,0,0,0,-0.7579841980404417,0,0.0,0,0,1.0,1,1,3
0.0,1,0,0,0,0,1,0,0,1,0,0,0,-0.6560130739236036,0,0,0,0,0,-0.5167749044806024,0,0,0.0,0,1,0,0,0,-0.6605974875717245,0,0.0,0,0,1.0,1,1,3
0.0,1,0,0,0,1,0,0,0,1,0,0,0,-0.04615054446600716,0,0,0,0,0,-1.54348001272021,0,0,0.0,1,0,1,0,1,-1.0838781943844806,0,0.0,0,1,1.0,1,1,3
1.0,1,0,1,0,1,0,0,0,0,0,0,0,0.7147615278913032,0,0,0,0,0,1.536635311998613,1,0,1.0,0,0,0,0,0,1.880372669376141,0,1.0,0,0,1.0,1,2,1
1.0,1,0,0,1,0,1,0,0,0,0,0,0,0.4440052222435659,0,0,0,0,0,-0.17453986840073304,0,0,1.0,0,0,1,0,1,0.12788338349872055,0,0.0,0,1,1.0,1,1,4
1.0,1,0,0,0,1,0,1,0,0,0,0,0,1.6629750334442595,0,0,1,0,0,0.16769516767913614,0,0,1.0,0,0,1,0,1,1.2471018681152137,0,1.0,0,0,1.0,1,2,4
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2908508039635442,0,0,0,0,1,0.5099302037590048,1,0,1.0,1,1,1,0,0,0.12205389730869187,0,1.0,0,0,1.0,1,3,5
1.0,1,0,0,1,0,1,0,0,0,0,0,0,0.41568343294986954,0,0,1,0,0,-0.17453986840073304,0,0,1.0,1,0,1,0,0,0.11180943260709693,0,0.0,0,0,1.0,1,1,2
0.0,1,0,1,0,0,0,0,0,0,0,0,1,-0.27045911567208286,0,0,0,0,0,0.5099302037590048,0,0,1.0,0,0,1,1,0,0.13825643980744842,0,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5804883024737464,0,0,0,0,0,1.536635311998613,0,0,1.0,1,0,0,1,0,0.41014196115563173,1,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,1,0,0,0,0,0,0,-1.418435641709911,0,0,1,0,0,1.536635311998613,0,1,0.0,1,0,1,0,1,-0.5410072929380447,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,1,0,1,0,0,0,0,0,-0.6292017800589043,0,0,1,0,0,-1.54348001272021,0,0,0.0,1,0,0,1,0,-1.1500600081889256,0,0.0,0,0,0.0,1,1,3
0.0,1,0,0,0,0,0,0,0,0,0,1,0,-1.537387156743436,0,0,0,0,0,0.8521652398388742,0,0,0.0,0,0,1,0,0,-0.8042771766083179,0,1.0,1,0,1.0,1,3,6
1.0,1,0,0,0,0,0,0,1,0,0,0,0,0.9160350438051731,0,0,0,0,0,0.16769516767913614,0,0,1.0,1,0,0,0,0,0.738393470297109,1,1.0,0,1,1.0,1,2,4
1.0,1,0,0,0,1,0,0,0,1,0,0,0,1.5885831335661498,0,0,0,0,0,-0.5167749044806024,0,0,1.0,1,0,1,0,1,0.3585338628262587,0,0.0,0,1,1.0,1,2,4
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-0.17152166507276972,0,0,1,0,0,-0.5167749044806024,0,0,0.0,1,0,0,1,0,-0.4406201116362244,0,0.0,0,0,0.0,1,1,3
0.0,1,0,0,1,0,0,0,0,0,0,0,0,-1.2707847135254404,0,1,0,0,0,1.1944002759187435,0,0,0.0,1,0,1,0,0,-0.46779580461032955,1,1.0,0,0,1.0,1,3,6
1.0,1,1,0,0,0,0,0,0,0,0,0,1,0.08601780557124301,0,0,0,0,0,0.16769516767913614,0,0,1.0,0,0,1,0,0,0.17310476534048833,0,1.0,0,1,1.0,1,2,4
0.0,1,0,1,0,1,0,0,0,0,0,0,0,-0.48532709044692623,1,0,0,0,0,1.1944002759187435,0,0,1.0,0,0,0,1,0,0.334615823899523,0,1.0,0,0,1.0,1,3,5
0.0,1,1,0,1,0,0,0,0,0,0,0,0,-0.28631931767655266,0,0,0,0,0,-0.8590099405604716,0,0,0.0,1,0,0,1,0,-0.698874922628311,0,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,1,0,0,0,1,0,0,0,0.011248281835884314,0,0,1,0,0,0.5099302037590048,0,0,1.0,0,0,0,0,1,0.3620915639569382,0,1.0,0,0,1.0,1,2,4
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.8016150150586393,0,0,1,0,0,0.5099302037590048,1,0,1.0,0,0,0,0,0,0.9900901093254129,0,1.0,0,0,1.0,1,2,4
0.0,1,0,0,0,0,1,0,0,0,0,0,0,-1.592520239901832,0,0,1,0,0,1.536635311998613,0,1,0.0,0,0,1,1,0,-0.7386097292324046,0,1.0,0,0,0.0,1,3,6
0.0,1,0,0,0,0,0,0,0,1,0,0,0,-0.035577076463027164,0,0,0,0,0,0.5099302037590048,0,0,1.0,0,1,0,1,0,0.3248857256264599,1,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,0,0,1,0,0,1,0,-1.0827280326152962,0,1,0,0,0,1.1944002759187435,0,0,0.0,1,0,0,0,0,-0.2756799435536436,0,1.0,0,0,0.0,1,3,6
1.0,1,0,1,0,0,0,0,0,0,0,0,0,1.2638266163317649,0,0,0,0,1,-0.5167749044806024,0,0,1.0,0,0,0,1,0,0.21108215331376448,0,0.0,1,0,1.0,1,2,4
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-1.063846839752832,1,0,0,0,0,-0.8590099405604716,0,0,0.0,1,0,1,0,1,-0.9636450417151358,0,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,1,0,0,0,1,0,0.7287336106095268,0,0,0,0,0,-1.54348001272021,0,0,0.0,1,0,1,0,0,-0.995921535105516,0,0.0,0,1,1.0,1,1,2
0.0,1,0,0,0,0,0,0,0,1,0,1,0,-1.1106721980517433,0,0,0,0,0,0.5099302037590048,0,0,0.0,0,0,0,0,0,-0.529348320557987,0,1.0,0,0,1.0,1,3,6
1.0,1,0,0,0,0,0,0,0,1,0,0,0,0.1996825866032777,0,0,0,0,0,-1.2012449766403408,0,0,0.0,0,1,1,1,0,-0.794675669942388,0,0.0,0,0,0.0,1,1,2
0.0,1,0,0,0,0,0,0,0,1,0,1,0,-0.7662792402403947,0,1,0,0,0,1.1944002759187435,0,0,1.0,0,0,0,1,0,0.047599356778691086,0,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2092320247938069,0,0,0,0,0,-0.5167749044806024,0,0,0.0,0,0,1,1,0,-0.9117797601714968,0,0.0,0,0,0.0,1,1,3
1.0,1,0,1,0,0,0,0,0,0,0,0,0,1.6622197857297611,0,0,0,0,1,-0.17453986840073304,0,0,1.0,0,0,1,0,0,0.819277591183759,0,0.0,1,0,1.0,1,2,4
1.0,1,0,0,0,0,0,0,0,0,0,0,1,0.760831638475716,0,0,0,0,0,-1.54348001272021,0,0,0.0,1,0,0,0,0,-0.992278106236748,1,0.0,0,1,1.0,1,1,2
0.0,1,1,1,0,0,0,0,1,0,0,0,0,-1.414281779280169,0,0,0,0,0,0.5099302037590048,0,0,0.0,1,0,1,1,0,-0.7705861755394746,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,0,0,0,1,0,0,1,0,-0.6692299089273284,0,0,0,0,0,1.536635311998613,0,0,1.0,0,1,1,0,0,0.30941186890145705,0,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-1.5891216251865883,0,1,0,0,0,1.1944002759187435,0,0,0.0,1,0,1,0,0,-0.793003979049659,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,1,0,0,0,0,0,0,1,-0.5517888893228005,0,0,1,0,0,0.16769516767913614,0,0,0.0,0,0,0,1,0,-0.2612776835547489,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,0,0,1,0,0,0,0,0,-1.3757641458407421,0,0,0,0,1,1.1944002759187435,0,0,0.0,1,0,0,0,0,-0.5750412049592424,0,1.0,0,0,1.0,1,3,6
0.0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6012576146224571,0,0,0,0,0,-0.17453986840073304,0,0,0.0,0,1,1,0,1,-0.4653525640748027,0,0.0,0,0,1.0,1,1,3
1.0,1,0,0,0,0,0,0,0,1,0,0,0,0.49234107597147403,0,0,0,0,0,-0.5167749044806024,0,0,0.0,0,1,0,0,0,-0.13920138451649777,0,0.0,0,0,0.0,1,1,2
0.0,1,0,0,0,0,1,0,0,0,0,0,1,-0.8104612315385613,0,0,1,0,0,1.536635311998613,0,0,1.0,0,0,1,0,0,0.1491009986756639,0,1.0,0,0,1.0,1,3,5
0.0,1,0,0,0,0,0,0,1,0,0,0,0,-1.2764490713841798,0,0,0,0,0,-1.2012449766403408,0,0,0.0,1,0,1,0,1,-1.1297853981309578,0,0.0,0,1,1.0,1,1,3
1.0,1,0,0,0,0,0,1,0,0,0,0,0,1.5270304448345164,0,0,1,0,0,-1.54348001272021,0,0,0.0,1,0,1,0,1,-0.905307315945803,0,0.0,0,0,1.0,1,1,2
